romeo_id	publisher_name	publisher_alias	link_type	link_url
1290	Institute of Advanced Engineering and Science		Example Policy	http://iaescore.com/journals/index.php/IJERE/about/submissions#copyrightNotice
2224	Institute of Applied Statistics		Policy	http://www.sljol.info/index.php/SLJAStats/about/submissions#copyrightNotice
2335	Institute of Archaeologists of Ireland		Policy	http://iai.ie/wp-content/uploads/2014/09/JIA-Author-self-archiving-policy_version-1_-November-2014.pdf
38	Institute of Electrical and Electronics Engineers	IEEE	Electronic information dissemination policy	http://www.ieee.org/publications_standards/publications/rights/rights_policies.html
38	Institute of Electrical and Electronics Engineers	IEEE	copyright form	http://www.ieee.org/documents/ieeecopyrightform.pdf
38	Institute of Electrical and Electronics Engineers	IEEE	Copyright Policy	http://www.ieee.org/publications_standards/publications/rights/copyrightpolicy.html
38	Institute of Electrical and Electronics Engineers	IEEE	Author Posting of IEEE Copyrighted Papers Online	https://www.ieee.org/publications_standards/publications/rights/paperversionpolicy.html
39	Institute of Electronics, Information and Communication Engineers		Copyright FAQ	http://www.ieice.org/eng/copyright/copyright_faq.html
39	Institute of Electronics, Information and Communication Engineers		(IEICE Provisions on Copyright, article 5 paragraph 3	http://www.ieice.org/eng/copyright/files/copyright.pdf#zoom=75%&page=2
1026	Institute of Foresters of Australia		Policy	http://www.forestry.org.au/ifa/c/c0-ifa.asp#submission
86	Institute of Mathematical Statistics	IMS	Policy	http://www.imstat.org/publications/copyrights/copyrightTA.pdf
41	Institution of Chemical Engineers		Policy	http://www.icheme.org/resources/journals/chemical%20engineering%20research%20and%20design/~/media/Documents/icheme/Journals/ChERD/cherd_authorinstructions.ashx
42	Institution of Engineering and Technology	IET	Policy	http://digital-library.theiet.org/journals/author-guide#green
2106	Instituto Brasileiro de Pesquisa e Ensino em Fisiologia do Exercício	IBPEFEX	Example Policy	http://www.rbff.com.br/index.php/rbff/about/submissions#copyrightNotice
852	Instituto da Defesa Nacional		Copyright Page	http://www.idn.gov.pt/index.php?mod=1401&area=109
2192	Instituto de Investigaciones de Sanidad Vegetal		Policy	http://www.fitosanidad.cu/index.php/fitosanidad/about/submissions#copyrightNotice
2303	Instituto de Investigaciones Marinas y Costeras	INVEMAR	Policy	http://www.invemar.org.co/boletin/faqs.jsp
2552	Instituto de Língua Portuguesa do Liceu Literário Portuguê		Policy	http://llp.bibliopolis.info/confluencia/rc/index.php/rc/about/submissions#copyrightNotice
2820	Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte		Policy	http://www2.ifrn.edu.br/ojs/index.php/HOLOS/about/submissions#copyrightNotice
2553	Instituto Federal do Amapá	Ifap	Policy	http://periodicos.ifap.edu.br/index.php/JBFS/about/submissions#copyrightNotice
1340	Instituto Nacional de Estatística		Policy	http://www.ine.pt/revstat/info.html
856	Instituto para o Desenvolvimento da Gestão Empresarial, Projectos		Instructions to authors for Revista Portuguesa e Brasileira de Gestão	http://www.scielo.oces.mctes.pt/revistas/rpbg/pinstruc.htm
856	Instituto para o Desenvolvimento da Gestão Empresarial, Projectos		Instructions to authors for EGG	http://www.scielo.oces.mctes.pt/revistas/egg/pinstruc.htm
3064	Instituto Politécnico da Guarda		Policy	http://www.egitaniasciencia.ipg.pt/estatuto.aspx
861	Instituto Politécnico de Castelo Branco, Escola Superior de Artes Aplicadas		Policy	http://convergencias.esart.ipcb.pt/main
3157	Instituto Politécnico de Lisboa, Escola Superior de Comunicacão Social		Policy	https://www.escs.ipl.pt/investigacao/revista-comunicacao-publica/normas-de-publicacao
862	Instituto Politécnico de Lisboa, Escola Superior de Tecnologia da Saúde de Lisboa	ESTeSL	Copyright Page	http://www.estesl.ipl.pt/investigacao/revista-saude-tecnologia
862	Instituto Politécnico de Lisboa, Escola Superior de Tecnologia da Saúde de Lisboa	ESTeSL	Instructions to authors	http://www.estesl.ipl.pt/sites/default/files/ficheiros/pdf/instrucoes_aos_autores_revista_actualizado2.pdf
864	Instituto Politécnico de Santarém, Escola Superior de Educação		Copyright Page	http://nonio.eses.pt/interaccoes/
865	Instituto Politécnico do Porto, Instituto Superior de Contabilidade e Administração do Instituto Politécnico	ISCAP	Instructions to authors	http://specific.iscap.ipp.pt/Normas%20publicacao.html
867	Instituto Português do Sangue		Instructions to authors	http://www.ipsangue.org/04/ab0.htm
2132	Instituto Superior de Estudios Sociales		Policy	http://www.poblacionysociedad.org.ar/index.php?go=4#tit9
869	Instituto Superior de Psicologia Aplicada	ISPA	Example Policy	http://www.ispa.pt/ficheiros/documentos/normaspublicacaorevistas_ce.pdf
870	Instituto Superior Económico e Social de Évora, Gabinete de Investigação e Acção Social		Instructions to authors	https://sites.google.com/site/revistaeconomiaesociologia/
2687	Instituto Superior Politécnico José Antonio Echeverría-Cujae, Facultad de Ingeniería Mecánica		Policy	http://www.ingenieriamecanica.cujae.edu.cu/index.php/revistaim/about/submissions#copyrightNotice
1766	Instituto Tecnológico Metropolitano		Example Policy	http://itmojs.itm.edu.co/index.php/tecnologicas/about/submissions#copyrightNotice
2622	Instituto Universitario de la Paz	UNIPAZ	Policy	http://www.unipaz.edu.co/ojs/index.php/revcitecsa/about/submissions#copyrightNotice
1100	Instituto Universitário de Lisboa, Centro de Estudos Africanos		Policy	http://cea.iscte.pt/?option=com_content&task=view&id=23&Itemid=41
899	Instituto Universitário de Lisboa, Centro de Estudos Territoriais		Policy	http://cidades.dinamiacet.iscte-iul.pt/index.php/CCT/about/submissions#copyrightNotice
900	Instituto Universitário de Lisboa, Centro de Investigação e Estudos de Sociologia		Copyright Page	http://sociologiapp.iscte.pt/estatuto.jsp
900	Instituto Universitário de Lisboa, Centro de Investigação e Estudos de Sociologia		Instructions to authors	http://sociologiapp.iscte.pt/originais.jsp
2329	Institutul Naţional de Cercetare-Dezvoltare in Construcţii, Urbanism şi Dezvoltare Teritorială Durabilă	URBAN-INCERC	Policy	http://uac.incd.ro/EN/index.htm
2776	Instytut Medycyny Pracy im. prof J. Nofera	Nofer Institute of Occupational Medicine	Policy	http://www.imp.lodz.pl/home_en/publishing_office/journals_/
488	InTech		Policy	http://www.intechopen.com/copyright-policy.html
409	Intellect		Policy	http://www.intellectbooks.co.uk/journals/page/index,name=openaccessoption/
146	Inter Research		Policy	http://www.int-res.com/journals/open-access/
1184	International Academic Research and Technology Center		Policy	http://iartc.net/JournalsFiles/IARTCCopyright%202011Copyright-Agreement.doc
1724	International Academy of Ecology and Environmental Sciences	IAEES	Example Policy	http://www.iaees.org/publications/journals/piaees/author-guidelines.asp
3059	International Ambient Media Association		Policy	http://www.ambientmediaassociation.org/Journal/index.php/series/about
606	International Association for Energy Economics		Green Open Access Policy	http://www.iaee.org/en/publications/openaccess/green.aspx
606	International Association for Energy Economics		Copyright	http://www.iaee.org/en/publications/openaccess/agreement.aspx
356	International Association for Food Protection		Policy	http://www.foodprotection.org/publications/policies/
557	International Association for Statistics Education	IASE	Policy	http://www.stat.auckland.ac.nz/~iase/publications.php?show=serj
2104	International Association of Dental Researchers and Practitioners		Policy	http://www.ijwd.in/instructions.html
2794	International Association of Genocide Scholars		Policy	http://scholarcommons.usf.edu/gsp/submission_style_guidelines.pdf
792	International Association of Online Engineering	IAOE	Policy	http://www.online-journals.org/index.php/i-joe/about/submissions#copyrightNotice
298	International Atomic Energy Agency	IAEA	Policy	http://www-pub.iaea.org/MTCD/NF/NFusion.asp
1686	International Bee Research Association		Policy	http://www.ibra.org.uk/downloads/20100625/download
2323	International Center of Mental Health Policy and Economics		Policy	http://www.icmpe.org/test1/journal/journal.htm
433	International Computer Games Association		information for contributors	http://ticc.uvt.nl/icga/journal/contrib.php
1421	International Council for Open and Distance Education	ICDE	Policy	http://www.openpraxis.org/index.php/OpenPraxis/about/submissions#copyrightNotice
1637	International Federation of Automatic Control	IFAC	Policy	http://www.ifac-control.org/forms/IFAC%20Copyright%20Form%20REV2.doc
364	International Forum of Educational Technology and Society		Policy	http://www.ifets.info/guide.php#
2000	International Geographical Union, Tourism Commission		Policy	http://www.igutourism.com/about/submissions#copyrightNotice
445	International Glaciological Society		Policy	http://www.igsoc.org/production/repositories/
2004	International Heart Journal Association		Policy	http://square.umin.ac.jp/ihj/CTA.pdf
162	International History Review		Policy	http://www.sfu.ca/ihr/copyright.htm
3222	International Instititute of Social History		Policy	https://www.ehps-net.eu/content/editorial-statute
1790	International Institute for the Science of Sintering		Policy	http://www.iiss.sanu.ac.rs/forauthors.htm
359	International Institute of Anticancer Research	IIAR	Policy	http://iiar-anticancer.org/instructions-for-authors/
2027	International Journal for Pharmaceutical Research Scholars	IJPRS	Policy	http://www.ijprs.com/instruction-to-authors.php
1386	International Journal of Chemical and Petroleum Sciences	IJCPS	Policy	http://www.ijcps.net/instructions-for-authors.html
544	International Journal of Cyber Criminology		Policy	http://www.cybercrimejournal.com/
2159	International Journal of Management, Accounting and Economics		Policy	http://www.ijmae.com/index.php?mod=website&act=1&id=7
2041	International Journal of Medical Science Research and Practice		Policy	http://www.ijmsrp.com/guide-for-authors/
2566	International Journal of Microbiology and Allied Sciences	IJOMAS	Policy	http://www.ijomas.com/
2567	International Journal of Multicultural and Multireligious Understanding		Policy	http://ijmmu.com/index.php/ijmmu/about/submissions#copyrightNotice
2691	International Journal of Pharma and Bio Sciences		Policy	http://www.ijpbs.net/model-cover-letter.html
2032	International Journal of Scientific Footprints		Policy	http://scientificfootprints.com/open-access-and-archiving-policy-ijsf/
682	International Journal of the Creative Arts in Interdisciplinary Practice		Policy	http://www.ijcaip.com/copyright.html
562	International Journal of iek Studies		Policy	http://zizekstudies.org/index.php/ijzs/about/submissions#copyrightNotice
2001	International Journals of Scientific Research Publications	IJSR Publications	Policy	http://www.ijsrpub.com/ijsras-author-instruc
360	International Medical Press		Policy	http://www.intmedpress.com/index.cfm?pid=119
3093	International Medical Publisher	IMedPub	Policy	http://imed.pub/ojs/index.php/IAJAA/copyright
3079	International Medical Society		Policy	http://imedicalsociety.org/ojs/index.php/iam/copyright
741	International Mountain Society	IMS	Policy	http://www.mrd-journal.org/About_copyright.asp
808	International Phycological Society		Policy	http://www.phycologia.org/userimages/ContentEditor/1279036832764/Copyright_Release_Form_updated.pdf
101	International Press		Policy	http://www.intlpress.com/CMS/authorpermit.html
631	International Reading Association		Policy	http://www.reading.org/General/Publications/rights-and-permissions
1651	International Research: Journal of Library and Information		Policy	http://irjlis.com/copyright/
2634	International Scholars Journals Publishing Corporation		Policy	http://internationalscholarsjournals.org/quick-links/ISJ-Open-Access-Policy
775	International Society for Bayesian Analysis	ISBA	Policy	http://projecteuclid.org/policy/euclid.ba
2591	International Society for Environmental Information Sciences	ISEIS	Policy	http://www.iseis.org/jei/ISEIS_Copyright.pdf
378	International Society for Horticultural Science	ISHS	Policy	https://www.ishs.org/faq/article-sharing-repository-deposits-copyright-questions
323	International Society for Stereology		Policy	http://www.ias-iss.org/ojs/IAS/about/submissions#copyrightNotice
2747	International Society for the Scholarship of Teaching and Learning	ISSOTL	Policy	http://tlijournal.com/tli/index.php/TLI/about/submissions#copyrightNotice
2863	International Society of Multiphysics		Policy	http://journal.multiphysics.org/index.php/IJM/index
479	International Union Against Tuberculosis and Lung Disease		Policy	http://www.theunion.org/what-we-do/journals/ijtld/information-for-authors/institutional-repository-policy
332	International Union of Crystallography		Copyright Policy	http://journals.iucr.org/services/copyrightpolicy.html
332	International Union of Crystallography		author rights	http://journals.iucr.org/services/authorrights.html
332	International Union of Crystallography		NIH Policy	http://journals.iucr.org/services/nihpolicy.html
84	International Union of Pure and Applied Chemistry		Policy	http://www.iupac.org/news/archives/2006/archiving-policy.html
2597	International University of Sarajevo, Faculty of Arts and Social Sciences		Policy	http://epiphany.ius.edu.ba/index.php/epiphany/about/submissions#copyrightNotice
43	Internet Journal of Chemistry		Policy	http://hackberry.trinity.edu/IJC/instr.html
260	Internet Medical Publishing		Policy	https://docs.google.com/document/pub?id=1eraLdwJ9aut4llpQyc5xo-uN9vYnfO5PJ_XnBduLWtI#h.e484sxjrn52l
2743	Interregional Institute for Spatial Development		Policy	http://krvestnik.ru/avtoram/oferta/
1344	Intersentia		Policy	http://intersentia.com/open-access
2838	Inzenjersko Drustvo za koroziju		Policy	http://idk.org.rs/english-info/copyright-transfer-agreement/
40	IOP Publishing		Author Rights	http://ioppublishing.org/wp-content/uploads/2016/05/J-VAR-LF-0216-Author-Rights-New-5.pdf
40	IOP Publishing		IOP Publishing open access policy	http://iopscience.iop.org/info/page/openaccess
40	IOP Publishing		;Frequently Asked Questions	http://authors.iop.org/atom/help.nsf/LookupJournalSpecific/WebPermissionsFAQ~**
44	IOS Press		Copyright Agreement	http://www.iospress.nl/service/authors/author-copyright-agreement/
384	IP Publishing		Policy	http://www.ippublishing.com/oa.htm#Submissions_
